time_s,node_type,node_id,channel_type,sat_id,beam_id,c_n_db,fspl_db,atm_loss_db,rx_power_dbw,sinr_db,rx_bytes
38.000000,UT,3,FORWARD_USER_CH,0,18,24.646581,183.557599,0.000000,-80.047705,24.646581,1080
38.000000,UT,4,FORWARD_USER_CH,0,18,23.717753,181.419307,0.000000,-93.166620,23.717753,1050
38.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
38.000000,GW,1,RETURN_FEEDER_CH,0,1,21.620326,183.619157,0.000000,-90.995437,21.620326,1560
38.000000,GW,2,RETURN_FEEDER_CH,0,2,20.224065,185.071423,0.000000,-98.422567,20.224065,2700
38.500000,UT,1,FORWARD_USER_CH,0,31,24.663709,183.138629,0.000000,-78.360128,24.663709,1110
38.500000,UT,2,FORWARD_USER_CH,0,31,24.674580,182.605645,0.000000,-76.808436,24.674580,1110
38.500000,UT,3,FORWARD_USER_CH,0,18,24.646818,183.547071,0.000000,-80.028319,24.646818,1110
38.500000,UT,4,FORWARD_USER_CH,0,18,23.722980,181.402464,0.000000,-93.140738,23.722980,1080
38.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
38.500000,GW,1,RETURN_FEEDER_CH,0,1,21.600256,183.617589,0.000000,-91.229331,21.600256,1590
38.500000,GW,2,RETURN_FEEDER_CH,0,2,20.158386,185.072810,0.000000,-98.615393,20.158386,2730
39.000000,UT,1,FORWARD_USER_CH,0,31,24.664214,183.128830,0.000000,-78.299030,24.664214,1110
39.000000,UT,2,FORWARD_USER_CH,0,31,24.674858,182.595667,0.000000,-76.760561,24.674858,1110
39.000000,UT,3,FORWARD_USER_CH,0,18,24.647048,183.536551,0.000000,-80.009397,24.647048,1110
39.000000,UT,4,FORWARD_USER_CH,0,18,23.728160,181.385611,0.000000,-93.114962,23.728160,1080
39.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
39.000000,GW,1,RETURN_FEEDER_CH,0,1,21.591086,183.616046,0.000000,-91.332496,21.591086,1620
39.000000,GW,2,RETURN_FEEDER_CH,0,2,19.988300,185.074216,0.000000,-99.090350,19.988300,2760
39.500000,UT,1,FORWARD_USER_CH,0,31,24.664708,183.119045,0.000000,-78.238494,24.664708,1140
39.500000,UT,2,FORWARD_USER_CH,0,31,24.675125,182.585708,0.000000,-76.714071,24.675125,1140
39.500000,UT,3,FORWARD_USER_CH,0,18,24.647270,183.526039,0.000000,-79.990975,24.647270,1140
39.500000,UT,4,FORWARD_USER_CH,0,18,23.733115,181.368747,0.000000,-93.090191,23.733115,1110
39.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
39.500000,GW,1,RETURN_FEEDER_CH,0,1,21.568207,183.614527,0.000000,-91.580555,21.568207,1650
39.500000,GW,2,RETURN_FEEDER_CH,0,2,19.907152,185.075638,0.000000,-99.305852,19.907152,2790
40.000000,UT,1,FORWARD_USER_CH,0,31,24.665189,183.109275,0.000000,-78.178566,24.665189,1140
40.000000,UT,2,FORWARD_USER_CH,0,31,24.675387,182.575767,0.000000,-76.668024,24.675387,1140
40.000000,UT,3,FORWARD_USER_CH,0,18,24.647486,183.515535,0.000000,-79.973030,24.647486,1140
40.000000,UT,4,FORWARD_USER_CH,0,18,23.737820,181.351875,0.000000,-93.066569,23.737820,1110
40.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
40.000000,GW,1,RETURN_FEEDER_CH,0,1,21.557710,183.613034,0.000000,-91.690200,21.557710,1680
40.000000,GW,2,RETURN_FEEDER_CH,0,2,19.710920,185.077079,0.000000,-99.801416,19.710920,2820
40.500000,UT,1,FORWARD_USER_CH,0,31,24.665660,183.099520,0.000000,-78.119233,24.665660,1170
40.500000,UT,2,FORWARD_USER_CH,0,31,24.675643,182.565845,0.000000,-76.622413,24.675643,1170
40.500000,UT,3,FORWARD_USER_CH,0,18,24.647696,183.505039,0.000000,-79.955560,24.647696,1170
40.500000,UT,4,FORWARD_USER_CH,0,18,23.742278,181.334992,0.000000,-93.044092,23.742278,1140
40.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
40.500000,GW,1,RETURN_FEEDER_CH,0,1,21.531409,183.611565,0.000000,-91.954450,21.531409,1710
40.500000,GW,2,RETURN_FEEDER_CH,0,2,19.626155,185.078536,0.000000,-100.005486,19.626155,2850
41.000000,UT,1,FORWARD_USER_CH,0,31,24.666120,183.089779,0.000000,-78.060481,24.666120,1170
41.000000,UT,2,FORWARD_USER_CH,0,31,24.675895,182.555942,0.000000,-76.577232,24.675895,1170
41.000000,UT,3,FORWARD_USER_CH,0,18,24.647899,183.494551,0.000000,-79.938563,24.647899,1170
41.000000,UT,4,FORWARD_USER_CH,0,18,23.746492,181.318100,0.000000,-93.022754,23.746492,1140
41.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
41.000000,GW,1,RETURN_FEEDER_CH,0,1,21.520245,183.610121,0.000000,-92.062395,21.520245,1740
41.000000,GW,2,RETURN_FEEDER_CH,0,2,19.448299,185.080012,0.000000,-100.416549,19.448299,2880
41.500000,UT,1,FORWARD_USER_CH,0,31,24.666570,183.080033,0.000000,-78.002183,24.666570,1200
41.500000,UT,2,FORWARD_USER_CH,0,31,24.676142,182.546038,0.000000,-76.532382,24.676142,1200
41.500000,UT,3,FORWARD_USER_CH,0,18,24.648096,183.484051,0.000000,-79.922003,24.648096,1200
41.500000,UT,4,FORWARD_USER_CH,0,18,23.750474,181.301165,0.000000,-93.002514,23.750474,1170
41.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
41.500000,GW,1,RETURN_FEEDER_CH,0,1,21.493182,183.608700,0.000000,-92.314503,21.493182,1770
41.500000,GW,2,RETURN_FEEDER_CH,0,2,19.367408,185.081508,0.000000,-100.596532,19.367408,2910
42.000000,UT,1,FORWARD_USER_CH,0,31,24.667009,183.070322,0.000000,-77.944529,24.667009,1200
42.000000,UT,2,FORWARD_USER_CH,0,31,24.676385,182.536173,0.000000,-76.487645,24.676385,1200
42.000000,UT,3,FORWARD_USER_CH,0,18,24.648248,183.473580,0.000000,-79.909216,24.648248,1200
42.000000,UT,4,FORWARD_USER_CH,0,18,23.754174,181.284255,0.000000,-92.983640,23.754174,1170
42.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
42.000000,GW,1,RETURN_FEEDER_CH,0,1,21.480806,183.607306,0.000000,-92.425594,21.480806,1800
42.000000,GW,2,RETURN_FEEDER_CH,0,2,19.160420,185.083018,0.000000,-101.039527,19.160420,2940
42.500000,UT,1,FORWARD_USER_CH,0,31,24.667438,183.060627,0.000000,-77.887399,24.667438,1230
42.500000,UT,2,FORWARD_USER_CH,0,31,24.676627,182.526328,0.000000,-76.442851,24.676627,1230
42.500000,UT,3,FORWARD_USER_CH,0,18,24.648350,183.463118,0.000000,-79.900622,24.648350,1230
42.500000,UT,4,FORWARD_USER_CH,0,18,23.757640,181.267335,0.000000,-92.965900,23.757640,1200
42.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
42.500000,GW,1,RETURN_FEEDER_CH,0,1,21.452186,183.605937,0.000000,-92.673231,21.452186,1830
42.500000,GW,2,RETURN_FEEDER_CH,0,2,19.063166,185.084546,0.000000,-101.239757,19.063166,2970
43.000000,UT,1,FORWARD_USER_CH,0,31,24.667858,183.050946,0.000000,-77.830815,24.667858,1230
43.000000,UT,2,FORWARD_USER_CH,0,31,24.676864,182.516502,0.000000,-76.398425,24.676864,1230
43.000000,UT,3,FORWARD_USER_CH,0,18,24.648445,183.452665,0.000000,-79.892581,24.648445,1230
43.000000,UT,4,FORWARD_USER_CH,0,18,23.760931,181.250407,0.000000,-92.949003,23.760931,1200
43.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
43.000000,GW,1,RETURN_FEEDER_CH,0,1,21.439244,183.604593,0.000000,-92.781248,21.439244,1860
43.000000,GW,2,RETURN_FEEDER_CH,0,2,18.812384,185.086092,0.000000,-101.735630,18.812384,3000
43.500000,UT,1,FORWARD_USER_CH,0,31,24.668269,183.041281,0.000000,-77.774767,24.668269,1260
43.500000,UT,2,FORWARD_USER_CH,0,31,24.677097,182.506696,0.000000,-76.354360,24.677097,1260
43.500000,UT,3,FORWARD_USER_CH,0,18,24.648533,183.442221,0.000000,-79.885093,24.648533,1260
43.500000,UT,4,FORWARD_USER_CH,0,18,23.764048,181.233470,0.000000,-92.932949,23.764048,1230
43.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
43.500000,GW,1,RETURN_FEEDER_CH,0,1,21.407048,183.603275,0.000000,-93.040154,21.407048,1890
43.500000,GW,2,RETURN_FEEDER_CH,0,2,18.693212,185.087655,0.000000,-101.961975,18.693212,3030
44.000000,UT,1,FORWARD_USER_CH,0,31,24.668671,183.031632,0.000000,-77.719244,24.668671,1260
44.000000,UT,2,FORWARD_USER_CH,0,31,24.677326,182.496910,0.000000,-76.310651,24.677326,1260
44.000000,UT,3,FORWARD_USER_CH,0,18,24.648615,183.431785,0.000000,-79.878160,24.648615,1260
44.000000,UT,4,FORWARD_USER_CH,0,18,23.766993,181.216524,0.000000,-92.917740,23.766993,1230
44.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
44.000000,GW,1,RETURN_FEEDER_CH,0,1,21.392324,183.601981,0.000000,-93.154214,21.392324,1920
44.000000,GW,2,RETURN_FEEDER_CH,0,2,18.382243,185.089235,0.000000,-102.528233,18.382243,3060
44.500000,UT,1,FORWARD_USER_CH,0,31,24.669063,183.021998,0.000000,-77.664234,24.669063,1290
44.500000,UT,2,FORWARD_USER_CH,0,31,24.677551,182.487145,0.000000,-76.267292,24.677551,1290
44.500000,UT,3,FORWARD_USER_CH,0,18,24.648689,183.421359,0.000000,-79.871783,24.648689,1290
44.500000,UT,4,FORWARD_USER_CH,0,18,23.769766,181.199570,0.000000,-92.903376,23.769766,1260
44.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
44.500000,GW,1,RETURN_FEEDER_CH,0,1,21.355564,183.600712,0.000000,-93.428112,21.355564,1950
44.500000,GW,2,RETURN_FEEDER_CH,0,2,18.232532,185.090833,0.000000,-102.789672,18.232532,3090
45.000000,UT,1,FORWARD_USER_CH,0,31,24.669448,183.012380,0.000000,-77.609728,24.669448,1290
45.000000,UT,2,FORWARD_USER_CH,0,31,24.677771,182.477399,0.000000,-76.224278,24.677771,1290
45.000000,UT,3,FORWARD_USER_CH,0,18,24.648758,183.410943,0.000000,-79.865964,24.648758,1290
45.000000,UT,4,FORWARD_USER_CH,0,18,23.772369,181.182608,0.000000,-92.889860,23.772369,1260
45.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
45.000000,GW,1,RETURN_FEEDER_CH,0,1,21.338690,183.599469,0.000000,-93.549013,21.338690,1980
45.000000,GW,2,RETURN_FEEDER_CH,0,2,17.835572,185.092448,0.000000,-103.453006,17.835572,3120
45.500000,UT,1,FORWARD_USER_CH,0,31,24.669820,183.002779,0.000000,-77.556363,24.669820,1320
45.500000,UT,2,FORWARD_USER_CH,0,31,24.677988,182.467675,0.000000,-76.181551,24.677988,1320
45.500000,UT,3,FORWARD_USER_CH,0,18,24.648817,183.400535,0.000000,-79.860881,24.648817,1320
45.500000,UT,4,FORWARD_USER_CH,0,18,23.774854,181.165638,0.000000,-92.876922,23.774854,1290
45.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
45.500000,GW,1,RETURN_FEEDER_CH,0,1,21.296393,183.598251,0.000000,-93.839965,21.296393,2010
45.500000,GW,2,RETURN_FEEDER_CH,0,2,17.641007,185.094081,0.000000,-103.764259,17.641007,3150
46.000000,UT,1,FORWARD_USER_CH,0,31,24.670155,182.993193,0.000000,-77.507747,24.670155,1320
46.000000,UT,2,FORWARD_USER_CH,0,31,24.678204,182.457971,0.000000,-76.138674,24.678204,1320
46.000000,UT,3,FORWARD_USER_CH,0,18,24.648858,183.390137,0.000000,-79.857445,24.648858,1320
46.000000,UT,4,FORWARD_USER_CH,0,18,23.777487,181.148660,0.000000,-92.863183,23.777487,1290
46.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
46.000000,GW,1,RETURN_FEEDER_CH,0,1,21.277217,183.597058,0.000000,-93.966595,21.277217,2040
46.000000,GW,2,RETURN_FEEDER_CH,0,2,17.247440,185.095731,0.000000,-104.370244,17.247440,3180
46.500000,UT,1,FORWARD_USER_CH,0,31,24.670485,182.983624,0.000000,-77.459295,24.670485,1350
46.500000,UT,2,FORWARD_USER_CH,0,31,24.678417,182.448288,0.000000,-76.095906,24.678417,1350
46.500000,UT,3,FORWARD_USER_CH,0,18,24.648894,183.379749,0.000000,-79.854352,24.648894,1350
46.500000,UT,4,FORWARD_USER_CH,0,31,23.816846,181.077251,0.000000,-92.653458,23.816846,1320
46.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
46.500000,GW,1,RETURN_FEEDER_CH,0,1,21.228952,183.595890,0.000000,-94.272154,21.228952,2100
46.500000,GW,2,RETURN_FEEDER_CH,0,2,17.126115,185.097398,0.000000,-104.551366,17.126115,3180
47.000000,UT,1,FORWARD_USER_CH,0,31,24.670816,182.974072,0.000000,-77.410020,24.670816,1350
47.000000,UT,2,FORWARD_USER_CH,0,31,24.678612,182.438626,0.000000,-76.056520,24.678612,1350
47.000000,UT,3,FORWARD_USER_CH,0,18,24.648921,183.369371,0.000000,-79.851989,24.648921,1350
47.000000,UT,4,FORWARD_USER_CH,0,31,23.843522,181.060258,0.000000,-92.506473,23.843522,1320
47.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
47.000000,GW,1,RETURN_FEEDER_CH,0,1,21.206566,183.594747,0.000000,-94.407972,21.206566,2130
47.000000,GW,2,RETURN_FEEDER_CH,0,2,16.656939,185.099083,0.000000,-105.230063,16.656939,3210
47.500000,UT,1,FORWARD_USER_CH,0,31,24.671149,182.964517,0.000000,-77.360069,24.671149,1380
47.500000,UT,2,FORWARD_USER_CH,0,31,24.678792,182.428966,0.000000,-76.019657,24.678792,1380
47.500000,UT,3,FORWARD_USER_CH,0,18,24.648942,183.358982,0.000000,-79.850249,24.648942,1380
47.500000,UT,4,FORWARD_USER_CH,0,31,23.868189,181.043223,0.000000,-92.366825,23.868189,1350
47.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
47.500000,GW,1,RETURN_FEEDER_CH,0,1,21.149715,183.593627,0.000000,-94.737834,21.149715,2190
47.500000,GW,2,RETURN_FEEDER_CH,0,2,16.656939,185.100788,0.000000,-105.230063,16.656939,3210
48.000000,UT,1,FORWARD_USER_CH,0,31,24.671476,182.954998,0.000000,-77.310395,24.671476,1380
48.000000,UT,2,FORWARD_USER_CH,0,31,24.678970,182.419348,0.000000,-75.982968,24.678970,1380
48.000000,UT,3,FORWARD_USER_CH,0,18,24.648958,183.348624,0.000000,-79.848840,24.648958,1380
48.000000,UT,4,FORWARD_USER_CH,0,31,23.891467,181.026216,0.000000,-92.231554,23.891467,1350
48.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
48.000000,GW,1,RETURN_FEEDER_CH,0,1,21.123221,183.592535,0.000000,-94.884772,21.123221,2220
48.000000,GW,2,RETURN_FEEDER_CH,0,2,16.047098,185.102507,0.000000,-106.068665,16.047098,3240
48.500000,UT,1,FORWARD_USER_CH,0,31,24.671798,182.945496,0.000000,-77.260896,24.671798,1410
48.500000,UT,2,FORWARD_USER_CH,0,31,24.679146,182.409750,0.000000,-75.946380,24.679146,1410
48.500000,UT,3,FORWARD_USER_CH,0,18,24.648971,183.338276,0.000000,-79.847761,24.648971,1410
48.500000,UT,4,FORWARD_USER_CH,0,31,23.913511,181.009201,0.000000,-92.100142,23.913511,1380
48.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
48.500000,GW,1,RETURN_FEEDER_CH,0,1,21.055576,183.591468,0.000000,-95.242545,21.055576,2280
48.500000,GW,2,RETURN_FEEDER_CH,0,2,16.047098,185.104244,0.000000,-106.068665,16.047098,3240
49.000000,UT,1,FORWARD_USER_CH,0,31,24.672116,182.936012,0.000000,-77.211571,24.672116,1410
49.000000,UT,2,FORWARD_USER_CH,0,31,24.679320,182.400175,0.000000,-75.909892,24.679320,1410
49.000000,UT,3,FORWARD_USER_CH,0,18,24.648980,183.327939,0.000000,-79.847014,24.648980,1410
49.000000,UT,4,FORWARD_USER_CH,0,31,23.934418,180.992180,0.000000,-91.972369,23.934418,1380
49.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
49.000000,GW,1,RETURN_FEEDER_CH,0,1,21.034583,183.590426,0.000000,-95.348908,21.034583,2310
49.000000,GW,2,RETURN_FEEDER_CH,0,2,15.339613,185.105997,0.000000,-106.992857,15.339613,3270
49.500000,UT,1,FORWARD_USER_CH,0,31,24.672429,182.926545,0.000000,-77.162421,24.672429,1440
49.500000,UT,2,FORWARD_USER_CH,0,31,24.679492,182.390622,0.000000,-75.873504,24.679492,1440
49.500000,UT,3,FORWARD_USER_CH,0,18,24.648984,183.317612,0.000000,-79.846601,24.648984,1440
49.500000,UT,4,FORWARD_USER_CH,0,31,23.954272,180.975151,0.000000,-91.848040,23.954272,1410
49.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
49.500000,GW,1,RETURN_FEEDER_CH,0,1,20.957331,183.589410,0.000000,-95.723335,20.957331,2370
49.500000,GW,2,RETURN_FEEDER_CH,0,2,15.339613,185.107768,0.000000,-106.992857,15.339613,3270
50.000000,UT,1,FORWARD_USER_CH,0,31,24.672737,182.917095,0.000000,-77.113443,24.672737,1440
50.000000,UT,2,FORWARD_USER_CH,0,31,24.679662,182.381092,0.000000,-75.837216,24.679662,1440
50.000000,UT,3,FORWARD_USER_CH,0,18,24.648985,183.307296,0.000000,-79.846525,24.648985,1440
50.000000,UT,4,FORWARD_USER_CH,0,31,23.973152,180.958117,0.000000,-91.726967,23.973152,1410
50.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
50.000000,GW,1,RETURN_FEEDER_CH,0,1,20.921100,183.588419,0.000000,-95.890534,20.921100,2400
50.000000,GW,2,RETURN_FEEDER_CH,0,2,14.512314,185.109556,0.000000,-108.022599,14.512314,3300
50.500000,UT,1,FORWARD_USER_CH,0,31,24.673041,182.907663,0.000000,-77.064638,24.673041,1470
50.500000,UT,2,FORWARD_USER_CH,0,31,24.679831,182.371583,0.000000,-75.801028,24.679831,1470
50.500000,UT,3,FORWARD_USER_CH,0,18,24.648982,183.296990,0.000000,-79.846787,24.648982,1470
50.500000,UT,4,FORWARD_USER_CH,0,31,23.991126,180.941076,0.000000,-91.608986,23.991126,1440
50.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
50.500000,GW,1,RETURN_FEEDER_CH,0,1,20.827966,183.587453,0.000000,-96.298702,20.827966,2460
50.500000,GW,2,RETURN_FEEDER_CH,0,2,14.512314,185.111362,0.000000,-108.022599,14.512314,3300
51.000000,UT,1,FORWARD_USER_CH,0,31,24.673340,182.898249,0.000000,-77.016005,24.673340,1470
51.000000,UT,2,FORWARD_USER_CH,0,31,24.679997,182.362098,0.000000,-75.764940,24.679997,1470
51.000000,UT,3,FORWARD_USER_CH,0,31,24.650402,183.232273,0.000000,-79.723483,24.650402,1470
51.000000,UT,4,FORWARD_USER_CH,0,31,24.008258,180.924030,0.000000,-91.493939,24.008258,1440
51.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
51.000000,GW,1,RETURN_FEEDER_CH,0,1,20.790315,183.586513,0.000000,-96.455707,20.790315,2490
51.000000,GW,2,RETURN_FEEDER_CH,0,2,13.985048,185.113184,0.000000,-108.656312,13.985048,3300
51.500000,UT,1,FORWARD_USER_CH,0,31,24.673635,182.888853,0.000000,-76.967542,24.673635,1500
51.500000,UT,2,FORWARD_USER_CH,0,31,24.680162,182.352635,0.000000,-75.728951,24.680162,1500
51.500000,UT,3,FORWARD_USER_CH,0,31,24.651249,183.221989,0.000000,-79.648273,24.651249,1500
51.500000,UT,4,FORWARD_USER_CH,0,31,24.024606,180.906977,0.000000,-91.381681,24.024606,1470
51.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
51.500000,GW,1,RETURN_FEEDER_CH,0,1,20.700788,183.585598,0.000000,-96.812701,20.700788,2580
51.500000,GW,2,RETURN_FEEDER_CH,0,2,13.985048,185.115024,0.000000,-108.656312,13.985048,3300
52.000000,UT,1,FORWARD_USER_CH,0,31,24.673912,182.879475,0.000000,-76.921461,24.673912,1500
52.000000,UT,2,FORWARD_USER_CH,0,31,24.680315,182.343196,0.000000,-75.695322,24.680315,1500
52.000000,UT,3,FORWARD_USER_CH,0,31,24.652097,183.211717,0.000000,-79.571603,24.652097,1500
52.000000,UT,4,FORWARD_USER_CH,0,31,24.040398,180.889919,0.000000,-91.270831,24.040398,1470
52.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
52.000000,GW,1,RETURN_FEEDER_CH,0,1,20.630370,183.584708,0.000000,-97.078940,20.630370,2640
52.000000,GW,2,RETURN_FEEDER_CH,0,2,13.985048,185.116880,0.000000,-108.656312,13.985048,3300
52.500000,UT,1,FORWARD_USER_CH,0,31,24.674177,182.870115,0.000000,-76.877060,24.674177,1530
52.500000,UT,2,FORWARD_USER_CH,0,31,24.680450,182.333780,0.000000,-75.665204,24.680450,1530
52.500000,UT,3,FORWARD_USER_CH,0,31,24.652934,183.201456,0.000000,-79.494709,24.652934,1530
52.500000,UT,4,FORWARD_USER_CH,0,31,24.058682,180.872856,0.000000,-91.139373,24.058682,1500
52.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
52.500000,GW,1,RETURN_FEEDER_CH,0,1,20.553827,183.583844,0.000000,-97.355446,20.553827,2700
52.500000,GW,2,RETURN_FEEDER_CH,0,2,13.985048,185.118754,0.000000,-108.656312,13.985048,3300
53.000000,UT,1,FORWARD_USER_CH,0,31,24.674434,182.860774,0.000000,-76.833502,24.674434,1530
53.000000,UT,2,FORWARD_USER_CH,0,31,24.680571,182.324387,0.000000,-75.638220,24.680571,1530
53.000000,UT,3,FORWARD_USER_CH,0,31,24.653743,183.191207,0.000000,-79.418923,24.653743,1530
53.000000,UT,4,FORWARD_USER_CH,0,31,24.079929,180.855787,0.000000,-90.982178,24.079929,1500
53.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
53.000000,GW,1,RETURN_FEEDER_CH,0,1,20.470393,183.583006,0.000000,-97.643137,20.470393,2760
53.000000,GW,2,NA,-1,-1,nan,nan,nan,nan,nan,3300
53.500000,UT,1,FORWARD_USER_CH,0,31,24.674686,182.851452,0.000000,-76.790323,24.674686,1560
53.500000,UT,2,FORWARD_USER_CH,0,31,24.680691,182.315019,0.000000,-75.611392,24.680691,1560
53.500000,UT,3,FORWARD_USER_CH,0,31,24.654531,183.180969,0.000000,-79.343948,24.654531,1560
53.500000,UT,4,FORWARD_USER_CH,0,31,24.099875,180.838713,0.000000,-90.829969,24.099875,1530
53.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
53.500000,GW,1,RETURN_FEEDER_CH,0,1,20.379174,183.582192,0.000000,-97.943063,20.379174,2820
53.500000,GW,2,NA,-1,-1,nan,nan,nan,nan,nan,3300
54.000000,UT,1,FORWARD_USER_CH,0,31,24.674934,182.842130,0.000000,-76.747430,24.674934,1560
54.000000,UT,2,FORWARD_USER_CH,0,31,24.680809,182.305655,0.000000,-75.584665,24.680809,1560
54.000000,UT,3,FORWARD_USER_CH,0,31,24.655299,183.170722,0.000000,-79.269617,24.655299,1560
54.000000,UT,4,FORWARD_USER_CH,0,31,24.118674,180.821601,0.000000,-90.682138,24.118674,1530
54.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
54.000000,GW,1,RETURN_FEEDER_CH,0,1,20.278907,183.581403,0.000000,-98.257083,20.278907,2880
54.000000,GW,2,NA,-1,-1,nan,nan,nan,nan,nan,3300
54.500000,UT,1,FORWARD_USER_CH,0,31,24.675177,182.832845,0.000000,-76.704990,24.675177,1590
54.500000,UT,2,FORWARD_USER_CH,0,31,24.680925,182.296334,0.000000,-75.558146,24.680925,1590
54.500000,UT,3,FORWARD_USER_CH,0,31,24.656044,183.160508,0.000000,-79.196206,24.656044,1590
54.500000,UT,4,FORWARD_USER_CH,0,31,24.136353,180.804518,0.000000,-90.538982,24.136353,1560
54.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
54.500000,GW,1,RETURN_FEEDER_CH,0,1,20.168741,183.580641,0.000000,-98.585365,20.168741,2940
54.500000,GW,2,NA,-1,-1,nan,nan,nan,nan,nan,3300
55.000000,UT,1,FORWARD_USER_CH,0,31,24.675416,182.823580,0.000000,-76.662910,24.675416,1590
55.000000,UT,2,FORWARD_USER_CH,0,31,24.681041,182.287038,0.000000,-75.531778,24.681041,1590
55.000000,UT,3,FORWARD_USER_CH,0,31,24.656770,183.150306,0.000000,-79.123546,24.656770,1590
55.000000,UT,4,FORWARD_USER_CH,0,31,24.153040,180.787430,0.000000,-90.399941,24.153040,1560
55.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
55.000000,GW,1,RETURN_FEEDER_CH,0,1,20.046990,183.579904,0.000000,-98.930192,20.046990,3000
55.000000,GW,2,NA,-1,-1,nan,nan,nan,nan,nan,3300
55.500000,UT,1,FORWARD_USER_CH,0,31,24.675650,182.814334,0.000000,-76.621185,24.675650,1620
55.500000,UT,2,FORWARD_USER_CH,0,31,24.681154,182.277766,0.000000,-75.505562,24.681154,1620
55.500000,UT,3,FORWARD_USER_CH,0,31,24.657476,183.140117,0.000000,-79.051620,24.657476,1620
55.500000,UT,4,FORWARD_USER_CH,0,31,24.168818,180.770339,0.000000,-90.264772,24.168818,1590
55.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
55.500000,GW,1,RETURN_FEEDER_CH,0,1,19.911853,183.579193,0.000000,-99.293547,19.911853,3060
55.500000,GW,2,NA,-1,-1,nan,nan,nan,nan,nan,3300
56.000000,UT,1,FORWARD_USER_CH,0,31,24.675880,182.805108,0.000000,-76.579810,24.675880,1620
56.000000,UT,2,FORWARD_USER_CH,0,31,24.681267,182.268519,0.000000,-75.479497,24.681267,1620
56.000000,UT,3,FORWARD_USER_CH,0,31,24.658165,183.129939,0.000000,-78.980409,24.658165,1620
56.000000,UT,4,FORWARD_USER_CH,0,31,24.183757,180.753244,0.000000,-90.133254,24.183757,1590
56.000000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
56.000000,GW,1,RETURN_FEEDER_CH,0,1,19.788665,183.578507,0.000000,-99.609137,19.788665,3120
56.000000,GW,2,NA,-1,-1,nan,nan,nan,nan,nan,3300
56.500000,UT,1,FORWARD_USER_CH,0,31,24.676107,182.795901,0.000000,-76.538778,24.676107,1650
56.500000,UT,2,FORWARD_USER_CH,0,31,24.681378,182.259297,0.000000,-75.453580,24.681378,1650
56.500000,UT,3,FORWARD_USER_CH,0,31,24.658835,183.119774,0.000000,-78.909896,24.658835,1650
56.500000,UT,4,FORWARD_USER_CH,0,31,24.197924,180.736144,0.000000,-90.005190,24.197924,1620
56.500000,UT,5,NA,-1,-1,nan,nan,nan,nan,nan,0
56.500000,GW,1,RETURN_FEEDER_CH,0,1,19.657192,183.577847,0.000000,-99.931413,19.657192,3180
56.500000,GW,2,NA,-1,-1,nan,nan,nan,nan,nan,3300
57.000000,UT,1,FORWARD_USER_CH,0,31,24.676322,182.786714,0.000000,-76.499320,24.676322,1650
57.000000,UT,2,FORWARD_USER_CH,0,31,24.681488,182.250100,0.000000,-75.427821,24.681488,1650
